key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
202521-2018-5100316,05100316,2018,7,7,3,light_injured,other,False,52.53979970809928,13.204540539647791,051003,0510,05,13.841068598169326
202523-2018-4501040,04501040,2018,6,12,7,light_injured,other,True,52.50003684073662,13.308152090565674,045010,0450,04,6.954414478385089
202526-2018-10200629,10200629,2018,7,7,3,light_injured,other,True,52.5132333525151,13.57675589644783,102006,1020,10,11.633284027895321
202527-2018-6100208,06100208,2018,6,10,6,light_injured,other,True,52.45550189066188,13.325647879341693,061002,0610,06,8.929198068201325
202528-2018-2500727,02500727,2018,6,7,3,light_injured,other,True,52.51840354966738,13.452455477336839,025007,0250,02,3.1773235724372477
202530-2018-12500930,12500930,2018,7,7,3,light_injured,other,True,52.58762845121954,13.324128598870773,125009,1250,12,9.414220052599513
202531-2018-1100207,01100207,2018,6,7,3,seriously_injured,other,True,52.509583521039445,13.392090726190661,011002,0110,01,1.4092229092954025
202533-2018-1200519,01200519,2018,6,7,6,light_injured,other,False,52.528714161115886,13.334223550014128,012005,0120,01,4.964046921802261
202534-2018-11501238,11501238,2018,7,0,1,seriously_injured,other,True,52.50144553496815,13.475584921324254,115012,1150,11,5.140356655285849
202535-2018-2500836,02500836,2018,7,7,3,light_injured,other,True,52.49966440518277,13.46839564620883,025008,0250,02,4.7800452354171705
202536-2018-7200412,07200412,2018,6,7,3,light_injured,other,True,52.476695226767795,13.363857920420273,072004,0720,07,5.513177302500255
202538-2018-5100313,05100313,2018,6,4,7,seriously_injured,other,True,52.551700807054914,13.20955905505077,051003,0510,05,13.79063734315437
202540-2018-4300621,04300621,2018,6,17,3,light_injured,other,False,52.51290304328069,13.30429608150161,043006,0430,04,6.916669444872264
202541-2018-1100207,01100207,2018,7,9,3,light_injured,other,True,52.51041613336692,13.401192772004196,011002,0110,01,1.0197488826376409
202543-2018-11501339,11501339,2018,6,11,6,light_injured,other,True,52.49214335034153,13.52708795078735,115013,1150,11,8.775978407435957
202546-2018-3300516,03300516,2018,7,7,3,light_injured,other,True,52.56689732989272,13.440587259957656,033005,0330,03,5.816042102073928
202549-2018-4300620,04300620,2018,6,7,6,seriously_injured,other,True,52.51792459941856,13.325379244119564,043006,0430,04,5.451679238649661
202550-2018-2500833,02500833,2018,6,18,7,light_injured,other,True,52.51249785425137,13.452302063026831,025008,0250,02,3.251747403461086
202551-2018-3601141,03601141,2018,6,9,3,light_injured,turn_in,False,52.55361718576813,13.41417895614816,036011,0360,03,3.8770814317432953
202552-2018-8100521,08100521,2018,7,7,2,light_injured,other,True,52.469203693793794,13.453983618077311,081005,0810,08,6.455835060451523
202556-2018-11501238,11501238,2018,6,6,6,light_injured,other,True,52.49910038848572,13.480429381098858,115012,1150,11,5.545520543369063
202559-2018-1300834,01300834,2018,6,14,3,light_injured,other,False,52.54660565082034,13.38964937433898,013008,0130,01,3.2412139096066523
202560-2018-7100102,07100102,2018,7,9,3,light_injured,other,False,52.49999125197473,13.34588130008294,071001,0710,07,4.585618083871192
202562-2018-2500727,02500727,2018,6,7,6,light_injured,other,True,52.520454249258094,13.458714232721473,025007,0250,02,3.60382181540276
202563-2018-9501736,09501736,2018,6,15,3,light_injured,turn_in,True,52.44891014521969,13.609299908630135,095017,0950,09,15.890011648092152
202566-2018-3601244,03601244,2018,6,9,3,seriously_injured,other,False,52.546151482005165,13.42403606133585,036012,0360,03,3.2515156577167508
202568-2018-3601141,03601141,2018,7,16,2,light_injured,other,False,52.553563890748514,13.41477899869713,036011,0360,03,3.8775022334975042
202569-2018-9200613,09200613,2018,6,20,2,light_injured,other,True,52.457248854598205,13.510757284613014,092006,0920,09,9.921222646960858
202570-2018-8401243,08401243,2018,7,7,2,light_injured,turn_in,False,52.42452108607031,13.491052739316707,084012,0840,08,12.024224517436098
202571-2018-12200310,12200310,2018,6,9,6,light_injured,other,False,52.57655623012318,13.31519904653016,122003,1220,12,8.85707034279546
202572-2018-9301025,09301025,2018,6,17,7,light_injured,other,True,52.39818221396121,13.53804844897293,093010,0930,09,16.19296728465847
202574-2018-1300732,01300732,2018,6,8,2,seriously_injured,turn_in,False,52.561404236235745,13.38863584835674,013007,0130,01,4.840249379907066
202575-2018-5100313,05100313,2018,6,20,6,seriously_injured,other,True,52.55403386109543,13.207894862670292,051003,0510,05,13.969164194833457
202576-2018-5100316,05100316,2018,6,20,2,light_injured,other,False,52.5399021738545,13.203862198994615,051003,0510,05,13.88834243246705
202577-2018-1100416,01100416,2018,6,20,2,light_injured,other,True,52.5349316204154,13.397945472282311,011004,0110,01,1.8310666141262004
202582-2018-8200623,08200623,2018,7,14,2,light_injured,turn_in,True,52.45256456920802,13.43859623177931,082006,0820,08,7.741303013543191
202583-2018-1100102,01100102,2018,7,18,2,light_injured,other,True,52.51742652618796,13.367045455774738,011001,0110,01,2.6287010144888505
202588-2018-1100308,01100308,2018,7,18,2,light_injured,other,True,52.5297453713305,13.38408105056632,011003,0110,01,1.8794632201296821
202591-2018-2200210,02200210,2018,6,14,7,light_injured,other,True,52.492401905904515,13.390986305616538,022002,0220,02,3.1404332660177956
202595-2018-2400520,02400520,2018,6,18,2,light_injured,other,True,52.52647427018479,13.421833093591804,024005,0240,02,1.3659885264184075
202596-2018-7200307,07200307,2018,7,9,2,light_injured,turn_in,True,52.4892181215409,13.34515257664117,072003,0720,07,5.290429384461575
202597-2018-3701554,03701554,2018,7,16,2,light_injured,other,True,52.53799172923751,13.41243277063506,037015,0370,03,2.144790507053709
202598-2018-3400619,03400619,2018,6,17,2,light_injured,other,True,52.59103470929495,13.369543565146783,034006,0340,03,8.364396199884236
202600-2018-4300622,04300622,2018,6,10,6,light_injured,other,True,52.513192317259936,13.330256779003143,043006,0430,04,5.162071049946178
202604-2018-1100312,01100312,2018,7,13,2,light_injured,other,True,52.51344064644359,13.406631684741498,011003,0110,01,0.6403153972726442
202605-2018-9200511,09200511,2018,7,15,2,light_injured,other,True,52.46027184602622,13.520744866905662,092005,0920,09,10.200543027451257
202606-2018-6400838,06400838,2018,6,16,2,light_injured,other,True,52.43859313565596,13.233621446729906,064008,0640,06,14.731569836874707
202609-2018-2300419,02300419,2018,7,15,2,light_injured,other,False,52.49869580585938,13.446409567086903,023004,0230,02,3.583428533581864
202613-2018-8100312,08100312,2018,7,14,2,light_injured,other,True,52.48286236355834,13.437571259507326,081003,0810,08,4.583990997141774
202615-2018-6200422,06200422,2018,7,14,2,light_injured,turn_in,False,52.42834822902639,13.327438206361805,062004,0620,06,11.418432943202957
202616-2018-3200309,03200309,2018,6,7,6,light_injured,other,True,52.60510652099292,13.432542905857842,032003,0320,03,9.735593213092523
202618-2018-7300619,07300619,2018,7,7,2,light_injured,other,True,52.46944543282608,13.349185486556879,073006,0730,07,6.732359076623519
202619-2018-3400724,03400724,2018,7,14,2,light_injured,turn_in,False,52.58308830315356,13.42859670883984,034007,0340,03,7.281376042548533
202622-2018-2100104,02100104,2018,6,17,5,light_injured,other,True,52.50290399157291,13.410164910402312,021001,0210,02,1.8350417517366093
202623-2018-8200726,08200726,2018,6,20,7,seriously_injured,turn_in,True,52.445206000723836,13.433543159388924,082007,0820,08,8.44497548182668
202624-2018-6300526,06300526,2018,6,13,2,light_injured,other,True,52.42889794420162,13.256593372961948,063005,0630,06,14.26529121365516
202625-2018-9100407,09100407,2018,6,16,6,light_injured,turn_in,True,52.45292070116653,13.509051103084627,091004,0910,09,10.181485639287436
202626-2018-5100316,05100316,2018,7,13,4,light_injured,other,True,52.53859930360534,13.200592521879308,051003,0510,05,14.084415903847956
202629-2018-10400939,10400939,2018,7,11,4,light_injured,other,False,52.51128317708654,13.612353221831325,104009,1040,10,14.058770774055265
202630-2018-4300620,04300620,2018,7,16,6,light_injured,other,True,52.51678805037147,13.326659894704738,043006,0430,04,5.369585513920969
202631-2018-2400521,02400521,2018,7,13,6,seriously_injured,turn_in,False,52.51699879834727,13.44060358930042,024005,0240,02,2.3839246305177455
202635-2018-1300834,01300834,2018,7,11,6,light_injured,turn_in,True,52.538214499398975,13.396052044929872,013008,0130,01,2.2179436338083716
202636-2018-2200208,02200208,2018,7,9,4,light_injured,other,True,52.49268079632324,13.380763059593168,022002,0220,02,3.397656248467463
202638-2018-5100317,05100317,2018,7,7,6,light_injured,other,True,52.52825803112709,13.232776977045523,051003,0510,05,11.778096674647315
202643-2018-1100102,01100102,2018,7,0,6,light_injured,other,False,52.50964065807177,13.352534362696966,011001,0110,01,3.7594103456785906
202645-2018-9200715,09200715,2018,7,22,6,light_injured,other,True,52.42856312827114,13.522330555572417,092007,0920,09,12.82526830809125
202647-2018-2200210,02200210,2018,7,23,4,light_injured,other,True,52.49617012985069,13.395205079458572,022002,0220,02,2.6554900860066737
202648-2018-7400720,07400720,2018,7,20,6,light_injured,other,True,52.477103946044146,13.373201944591383,074007,0740,07,5.173631886713779
202650-2018-1100416,01100416,2018,7,20,6,light_injured,other,True,52.53019903931505,13.405694642629392,011004,0110,01,1.2278853681138997
202651-2018-11501238,11501238,2018,7,22,4,light_injured,other,True,52.501610455806066,13.475214062079848,115012,1150,11,5.110061074980822
202652-2018-11200514,11200514,2018,7,19,6,light_injured,other,True,52.53948455455243,13.496642928849559,112005,1120,11,6.5752391456998485
202655-2018-8100311,08100311,2018,7,19,6,seriously_injured,other,True,52.48737012695842,13.426437003841986,081003,0810,08,3.808798342016911
202656-2018-7300517,07300517,2018,7,19,6,light_injured,other,True,52.47346803472802,13.328569179128706,073005,0730,07,7.298830425059934
202658-2018-2100103,02100103,2018,7,19,6,light_injured,other,False,52.49825193404118,13.397923285440381,021001,0210,02,2.3857244749764246
202660-2018-2100105,02100105,2018,7,0,4,light_injured,other,True,52.50011898476076,13.414522051551364,021001,0210,02,2.203001507743633
202663-2018-12200309,12200309,2018,7,20,4,light_injured,other,True,52.56252447754085,13.326859350713017,122003,1220,12,7.201959603273826
202664-2018-6300633,06300633,2018,7,16,6,light_injured,turn_in,False,52.449395111964726,13.315467052061711,063006,0630,06,9.8904993992116
202665-2018-11200512,11200512,2018,7,17,6,light_injured,other,True,52.544240396232766,13.486634601180752,112005,1120,11,6.162625644175976
202667-2018-1401049,01401049,2018,7,16,6,light_injured,other,True,52.55729001723568,13.367971145079482,014010,0140,01,4.953792551417139
202669-2018-3500934,03500934,2018,7,16,4,light_injured,other,True,52.551770530987014,13.43049891930078,035009,0350,03,4.000529348044354
202670-2018-9100407,09100407,2018,7,16,6,light_injured,turn_in,True,52.45261774003489,13.508726960653792,091004,0910,09,10.190796124967061
202673-2018-7300619,07300619,2018,7,16,6,light_injured,other,True,52.46468262324697,13.342567974078552,073006,0730,07,7.4244317294063285
202676-2018-1100207,01100207,2018,7,16,4,light_injured,other,True,52.51062577728578,13.389852436820139,011002,0110,01,1.4335898333836379
202677-2018-1200628,01200628,2018,7,15,6,light_injured,turn_in,True,52.52384071148294,13.360897160370179,012006,0120,01,3.0829437556989197
202681-2018-3601140,03601140,2018,7,15,6,light_injured,other,False,52.55423691311244,13.402609946741459,036011,0360,03,3.9082629819986505
202683-2018-4400830,04400830,2018,7,16,4,light_injured,turn_in,True,52.482219602731405,13.296000807804973,044008,0440,04,8.506596852769716
202688-2018-3400827,03400827,2018,7,18,4,light_injured,other,True,52.55990180427212,13.415507760036151,034008,0340,03,4.582066274896449
202689-2018-9200511,09200511,2018,7,14,6,seriously_injured,other,False,52.459191819768584,13.524891475351785,092005,0920,09,10.494051390739205
202690-2018-3701554,03701554,2018,7,12,6,light_injured,turn_in,True,52.53353685453464,13.410123450901636,037015,0370,03,1.6276807450054613
202692-2018-2300419,02300419,2018,7,12,6,light_injured,other,False,52.49803079741267,13.447558291324102,023004,0230,02,3.6907004825264536
202693-2018-11400927,11400927,2018,7,7,3,light_injured,other,True,52.50423087128767,13.472332208333366,114009,1140,11,4.82159991160681
202694-2018-1200628,01200628,2018,7,18,3,light_injured,other,True,52.523292336642356,13.359468771232113,012006,0120,01,3.1691513415442496
202695-2018-3601449,03601449,2018,7,12,6,light_injured,other,True,52.54014829458877,13.4543916317348,036014,0360,03,4.048117074404715
202696-2018-1100310,01100310,2018,7,23,3,light_injured,other,False,52.525198440343736,13.419511820126134,011003,0110,01,1.1550601131371965
202698-2018-4300622,04300622,2018,7,15,3,light_injured,other,True,52.50868292312098,13.326796264023582,043006,0430,04,5.479871990805933
202701-2018-2100101,02100101,2018,7,14,3,seriously_injured,other,False,52.50196330017811,13.37697535092655,021001,0210,02,2.730926026428771
202703-2018-2300316,02300316,2018,7,19,6,light_injured,other,True,52.501171793646535,13.442663789349275,023003,0230,02,3.2123132929832696
202706-2018-6200423,06200423,2018,7,11,3,light_injured,other,True,52.413042063459955,13.319289431701568,062004,0620,06,13.187520852187102
202709-2018-2500832,02500832,2018,7,0,5,light_injured,turn_in,False,52.51170851775334,13.47527407054629,025008,0250,02,4.797793601180905
202711-2018-3701657,03701657,2018,7,9,3,light_injured,other,True,52.54382250265548,13.42658935300789,037016,0370,03,3.089514759354968
202718-2018-10100311,10100311,2018,7,9,5,seriously_injured,other,True,52.524100755937845,13.533820797184966,101003,1010,10,8.716138531885813
202720-2018-11100307,11100307,2018,7,19,1,light_injured,other,True,52.5691837359875,13.501895792573835,111003,1110,11,8.579149778229539
202722-2018-2500836,02500836,2018,7,9,5,light_injured,other,True,52.496330338111804,13.467752940152442,025008,0250,02,4.922206223962131
202724-2018-4300619,04300619,2018,7,9,5,light_injured,other,True,52.514741085719386,13.315274944314867,043006,0430,04,6.155762920638616
202725-2018-8100102,08100102,2018,7,3,1,light_injured,other,False,52.47655750005462,13.426591767517367,081001,0810,08,4.949608195076648
202726-2018-2500833,02500833,2018,7,8,3,light_injured,other,True,52.51248958937119,13.452352330178924,025008,0250,02,3.2552799497005775
202727-2018-1100312,01100312,2018,7,8,5,light_injured,other,True,52.51237407434704,13.405359691574178,011003,0110,01,0.7559133787064294
202730-2018-9200511,09200511,2018,7,14,7,light_injured,other,True,52.46178008205495,13.516975722463668,092005,0920,09,9.896489231506663
202732-2018-3200309,03200309,2018,7,6,5,light_injured,other,True,52.592493867312655,13.43655826934332,032003,0320,03,8.42464964871756
202735-2018-4200203,04200203,2018,7,22,7,light_injured,other,True,52.515572636090305,13.249645297430822,042002,0420,04,10.598699041212134
202737-2018-1200520,01200520,2018,7,14,5,seriously_injured,other,True,52.52896058569679,13.343334178901124,012005,0120,01,4.368771683936642
202738-2018-4300623,04300623,2018,7,11,3,seriously_injured,other,True,52.510256256841075,13.309479950992722,043006,0430,04,6.604587462423598
202739-2018-2300314,02300314,2018,7,20,7,light_injured,other,True,52.49917801770811,13.42201289805357,023003,0230,02,2.485635043149875
